Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1777856314,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777856315,50,GET,/?p=17,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,50,0,690.0,702.8053194412496,632.8000269713812,753.8897399790585,447887.0
1777856315,50,,Aggregated,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,50,0,690.0,702.8053194412496,632.8000269713812,753.8897399790585,447887.0
1777856316,100,GET,/?p=17,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,103,0,360.0,482.94453947517786,78.70359299704432,753.8897399790585,447887.0
1777856316,100,,Aggregated,0.000000,0.000000,360,670,690,720,740,750,750,750,750,750,750,103,0,360.0,482.94453947517786,78.70359299704432,753.8897399790585,447887.0
1777856317,150,GET,/?p=17,0.000000,0.000000,200,310,320,340,350,360,360,360,360,360,360,196,0,320.0,357.9298972000121,65.69105002563447,753.8897399790585,447887.0
1777856317,150,,Aggregated,0.000000,0.000000,320,350,640,670,720,740,750,750,750,750,750,196,0,320.0,357.9298972000121,65.69105002563447,753.8897399790585,447887.0
1777856318,200,GET,/?p=17,50.000000,0.000000,200,300,320,330,360,360,360,370,370,370,370,312,0,280.0,302.34912967250403,65.69105002563447,753.8897399790585,447887.0
1777856318,200,,Aggregated,50.000000,0.000000,280,340,350,360,690,730,750,750,750,750,750,312,0,280.0,302.34912967250403,65.69105002563447,753.8897399790585,447887.0
1777856319,250,GET,/?p=17,58.000000,0.000000,190,280,320,340,360,370,370,380,390,390,390,446,0,250.0,271.58905231305647,65.69105002563447,753.8897399790585,447887.0
1777856319,250,,Aggregated,58.000000,0.000000,250,320,350,360,660,710,740,750,750,750,750,446,0,250.0,271.58905231305647,65.69105002563447,753.8897399790585,447887.0
1777856320,300,GET,/?p=17,70.500000,0.000000,200,300,320,340,360,380,410,430,440,440,440,590,0,250.0,266.98883443980054,65.69105002563447,753.8897399790585,447887.0
1777856320,300,,Aggregated,70.500000,0.000000,250,320,350,360,420,690,740,750,750,750,750,590,0,250.0,266.98883443980054,65.69105002563447,753.8897399790585,447887.0
1777856321,350,GET,/?p=17,81.800000,0.000000,280,340,360,370,410,450,480,490,590,590,590,742,0,300.0,287.9917947310299,65.69105002563447,753.8897399790585,447887.0
1777856321,350,,Aggregated,81.800000,0.000000,300,350,370,390,450,670,730,750,750,750,750,742,0,300.0,287.9917947310299,65.69105002563447,753.8897399790585,447887.0
1777856322,400,GET,/?p=17,91.500000,0.000000,320,360,390,410,480,580,670,690,840,840,840,924,0,320.0,319.31115402205086,65.69105002563447,841.8343599769287,447887.0
1777856322,400,,Aggregated,91.500000,0.000000,320,360,400,430,580,680,730,750,840,840,840,924,0,320.0,319.31115402205086,65.69105002563447,841.8343599769287,447887.0
1777856323,450,GET,/?p=17,96.000000,0.000000,340,390,430,450,580,670,730,790,850,850,850,1086,0,340.0,349.3969798208991,65.69105002563447,851.4313339837827,447887.0
1777856323,450,,Aggregated,96.000000,0.000000,350,390,440,470,640,700,750,780,850,850,850,1086,0,340.0,349.3969798208991,65.69105002563447,851.4313339837827,447887.0
1777856324,500,GET,/?p=17,103.500000,0.000000,360,410,470,550,770,1100,1400,1500,1700,1700,1700,1186,0,360.0,416.2181637657831,65.69105002563447,1737.2384250047617,447887.0
1777856324,500,,Aggregated,103.500000,0.000000,360,420,490,590,750,1000,1400,1500,1700,1700,1700,1186,0,360.0,416.2181637657831,65.69105002563447,1737.2384250047617,447887.0
1777856325,550,GET,/?p=17,112.888889,0.000000,380,490,700,950,1300,1400,1500,1500,1700,1700,1700,1368,0,380.0,531.796069907534,65.69105002563447,1737.2384250047617,447887.0
1777856325,550,,Aggregated,112.888889,0.000000,380,490,700,950,1300,1400,1500,1500,1700,1700,1700,1368,0,380.0,531.796069907534,65.69105002563447,1737.2384250047617,447887.0
1777856326,600,GET,/?p=17,110.900000,0.000000,440,780,1200,1300,1500,1600,1800,1800,1900,2000,2000,1549,0,420.0,646.3409674589058,65.69105002563447,1959.585910954047,447887.0
1777856326,600,,Aggregated,110.900000,0.000000,440,780,1200,1300,1500,1600,1800,1800,1900,2000,2000,1549,0,420.0,646.3409674589058,65.69105002563447,1959.585910954047,447887.0
1777856327,650,GET,/?p=17,110.900000,0.000000,470,960,1200,1300,1500,1600,1800,1800,1900,2000,2000,1551,0,420.0,647.7132377955254,65.69105002563447,1959.585910954047,447887.0
1777856327,650,,Aggregated,110.900000,0.000000,470,960,1200,1300,1500,1600,1800,1800,1900,2000,2000,1551,0,420.0,647.7132377955254,65.69105002563447,1959.585910954047,447887.0
1777856328,700,GET,/?p=17,134.600000,0.000000,860,1300,1400,1500,1800,2400,2800,3000,3400,3500,3500,1916,283,530.0,826.1681096034383,3.1408880022354424,3458.166975004133,382086.06263048016
1777856328,700,,Aggregated,134.600000,0.000000,860,1300,1400,1500,1800,2400,2800,3000,3400,3500,3500,1916,283,530.0,826.1681096034383,3.1408880022354424,3458.166975004133,382086.06263048016
1777856329,750,GET,/?p=17,137.700000,0.000000,1200,1500,1600,1800,2600,3100,3500,3600,3900,4000,4000,2146,310,690.0,997.3827573016556,3.1408880022354424,4027.8321089572273,383538.0298229264
1777856329,750,,Aggregated,137.700000,0.000000,1200,1500,1600,1800,2600,3100,3500,3600,3900,4000,4000,2146,310,690.0,997.3827573016556,3.1408880022354424,4027.8321089572273,383538.0298229264
1777856330,800,GET,/?p=17,139.200000,8.000000,1200,1500,1600,1800,2500,3000,3400,3600,3900,4000,4000,2460,505,690.0,977.3076064129147,3.1408880022354424,4027.8321089572273,356467.61788617884
1777856330,800,,Aggregated,139.200000,8.000000,1200,1500,1600,1800,2500,3000,3400,3600,3900,4000,4000,2460,505,690.0,977.3076064129147,3.1408880022354424,4027.8321089572273,356467.61788617884
1777856331,850,GET,/?p=17,159.300000,30.800000,1200,1500,1600,1800,2500,3000,3400,3600,3900,4000,4000,2793,747,600.0,948.5921190743662,3.1408880022354424,4027.8321089572273,328798.57572502684
1777856331,850,,Aggregated,159.300000,30.800000,1200,1500,1600,1800,2500,3000,3400,3600,3900,4000,4000,2793,747,600.0,948.5921190743662,3.1408880022354424,4027.8321089572273,328798.57572502684
1777856332,900,GET,/?p=17,171.900000,38.000000,1200,1500,1700,1900,2700,3100,3400,3600,3900,4000,4000,3068,829,670.0,976.6403808583245,3.1408880022354424,4027.8321089572273,327567.94589309
1777856332,900,,Aggregated,171.900000,38.000000,1200,1500,1700,1900,2700,3100,3400,3600,3900,4000,4000,3068,829,670.0,976.6403808583245,3.1408880022354424,4027.8321089572273,327567.94589309
1777856333,950,GET,/?p=17,192.800000,64.500000,1200,1500,1700,1900,2600,3100,3400,3600,3900,4000,4000,3305,1024,620.0,942.5505128116545,3.1408880022354424,4027.8321089572273,309932.260816944
1777856333,950,,Aggregated,192.800000,64.500000,1200,1500,1700,1900,2600,3100,3400,3600,3900,4000,4000,3305,1024,620.0,942.5505128116545,3.1408880022354424,4027.8321089572273,309932.260816944
1777856334,1000,GET,/?p=17,199.400000,74.700000,1300,1600,2000,2200,2700,3100,3400,3600,3900,4000,4000,3483,1033,700.0,1015.0949091271619,3.1408880022354424,4027.8321089572273,315832.3026126902
1777856334,1000,,Aggregated,199.400000,74.700000,1300,1600,2000,2200,2700,3100,3400,3600,3900,4000,4000,3483,1033,700.0,1015.0949091271619,3.1408880022354424,4027.8321089572273,315832.3026126902
